Uniprot,GeneName
Q9UBX5,UNQ184/PRO210
P49789,FHIT
P04066,FUCA1
P04066,Nbla10230
Q5T0N5,FNBP1L
Q5T0N5,C1orf39
Q5T0N5,TOCA1
P62685,ERVK-8
Q9H3C7,GGNBP2
Q9H3C7,LCRG1
Q9H3C7,LZK1
Q9H3C7,ZNF403
I3L273,GFY
Q14749,GNMT
P01148,GNRH1
P01148,GNRH
P01148,GRH
P01148,LHRH
P47870,GABRB2
P60983,GMFB
Q5SZD4,GLYATL3
Q5SZD4,C6orf140
Q2TAP0,GOLGA7B
Q2TAP0,C10orf132
Q2TAP0,C10orf133
Q99680,GPR22
Q9NRJ2,GSN-AS1
Q9NRJ2,C9orf31
Q9NRJ2,MOST2
O43824,GTPBP6
O43824,PGPL
Q13442,PDAP1
Q13442,HASPP28
Q58FF8,HSP90AB2P
Q58FF8,HSP90BB
P49639,HOXA1
P49639,HOX1F
P01817,IGHV2-5
P0DP04,IGHV3-43D
P0DP06,IGHV4-30-4
A0A0B4J1X5,IGHV3-74
Q8WVV9,HNRNPLL
Q8WVV9,HNRPLL
Q8WVV9,SRRF
Q8WVV9,BLOCK24
Q9NZL4,HSPBP1
Q9NZL4,HSPBP
Q9NZL4,PP1845
Q8IWL3,HSCB
Q8IWL3,DNAJC20
Q8IWL3,HSC20
P0CJ73,MTRNR2L6
O97980,HMHB1
Q71H61,ILDR2
Q71H61,C1orf32
Q6B9Z1,IGFL4
P38919,EIF4A3
P38919,DDX48
P38919,KIAA0111
Q9NX55,HYPK
Q9NX55,C15orf63
Q9NX55,HSPC136
O00505,KPNA3
O00505,QIP2
Q5DT21,SPINK9
Q5DT21,LEKTI2
P15884,TCF4
P15884,BHLHB19
P15884,ITF2
P15884,SEF2
A6NMK8,INSYN2B
A6NMK8,C5orf57
A6NMK8,FAM196B
Q9P2G3,KLHL14
Q9P2G3,KIAA1384
P55103,INHBC
Q96J84,KIRREL1
Q96J84,KIRREL
Q96J84,NEPH1
P78415,IRX3
P78415,IRXB1
Q8NB78,KDM1B
Q8NB78,AOF1
Q8NB78,C6orf193
Q8NB78,LSD2
Q8NEP7,KLHDC9
Q8NEP7,KARCA1
P78508,KCNJ10
Q07666,KHDRBS1
Q07666,SAM68
Q9BYQ3,KRTAP9-3
Q9BYQ3,KAP9.3
Q9BYQ3,KRTAP9.3
Q9NS86,LANCL2
Q9NS86,GPR69B
Q9NS86,TASP
Q9BZL6,PRKD2
Q9BZL6,PKD2
Q9BZL6,HSPC187
Q05315,CLC
Q05315,LGALS10
Q05315,LGALS10A
Q8IYG6,LRRC56
Q8IUZ0,LRRC49
Q86VH4,LRRTM4
Q86VH4,UNQ3075/PRO9907
O14520,AQP7
O14520,AQP7L
O14520,AQP9
Q92482,AQP3
Q86WG3,ATCAY
Q86WG3,KIAA1872
Q9P1U1,ACTR3B
Q9P1U1,ARP11
Q9P1U1,ARP4
Q9H765,ASB8
Q9H765,PP14212
Q9NX76,CMTM6
Q9NX76,CKLFSF6
Q14028,CNGB1
Q14028,CNCG2
Q14028,CNCG3L
Q14028,CNCG4
Q14028,RCNC2
Q5SYC1,CLVS2
Q5SYC1,C6orf212
Q5SYC1,C6orf213
Q5SYC1,RLBP1L2
O43734,TRAF3IP2
O43734,C6orf2
O43734,C6orf4
O43734,C6orf5
O43734,C6orf6
Q7Z7G1,CLNK
Q7Z7G1,MIST
Q92905,COPS5
Q92905,CSN5
Q92905,JAB1
Q14993,COL19A1
Q96A23,CPNE4
P04118,CLPS
Q96N68,C18orf15
Q8N1L4,CYP4Z2P
Q8WTU0,DDI1
O95822,MLYCD
O43143,DHX15
O43143,DBP1
O43143,DDX15
P15924,DSP
Q8IYX4,DND1
Q8IYX4,RBMS4
Q9H3Z4,DNAJC5
Q9H3Z4,CLN4
P49917,LIG4
Q9UPY3,DICER1
Q9UPY3,DICER
Q9UPY3,HERNA
Q9UPY3,KIAA0928
Q8NCG7,DAGLB
Q9Y5T4,DNAJC15
Q9Y5T4,DNAJD1
Q9Y5T4,GIG22
Q9Y5T4,HSD18
Q9NVM6,DNAJC17
Q9UK85,DKKL1
Q9UK85,SGY1
Q9UK85,UNQ735/PRO1429
Q99956,DUSP9
Q99956,MKP4
Q6UX65,DRAM2
Q6UX65,TMEM77
Q6UX65,PSEC0031
Q6UX65,UNQ154/PRO180
Q96G04,EEF2KMT
Q96G04,FAM86A
Q96G04,SB153
Q12967,RALGDS
Q12967,KIAA1308
Q12967,RGF
P42892,ECE1
Q03001,DST
Q03001,BP230
Q03001,BP240
Q03001,BPAG1
Q03001,DMH
Q03001,DT
Q03001,KIAA0728
Q5VTE0,EEF1A1P5
Q5VTE0,EEF1AL3
Q99527,GPER1
Q99527,CEPR
Q99527,CMKRL2
Q99527,DRY12
Q99527,GPER
Q99527,GPR30
Q9Y3R5,DOP1B
Q9Y3R5,C21orf5
Q9Y3R5,DOPEY2
Q9Y3R5,KIAA0933
P56851,EDDM3B
P56851,FAM12B
P56851,HE3B
P56851,UNQ6412/PRO21187
Q9BXX0,EMILIN2
Q8N336,ELMOD1
Q9UM22,EPDR1
Q9UM22,MERP1
Q9UM22,UCC1
Q96C92,ENTR1
Q96C92,SDCCAG3
Q8NCI6,GLB1L3
Q8TB36,GDAP1
Q14549,GBX1
Q8WZA8,GCRG224
O95528,SLC2A10
O95528,GLUT10
Q8IXQ5,KLHL7
Q9Y450,HBS1L
Q9Y450,HBS1
Q9Y450,KIAA1038
Q6FI13,H2AC18
Q6FI13,H2AFO
Q6FI13,HIST2H2AA
Q6FI13,HIST2H2AA3;
Q6FI13,H2AC19
Q6FI13,HIST2H2AA4
Q3ZCU0,GVQW3
Q92993,KAT5
Q92993,HTATIP
Q92993,TIP60
Q8WTQ7,GRK7
Q8WTQ7,GPRK7
P16401,H1-5
P16401,H1F5
P16401,HIST1H1B
A8MVS5,HIDE1
A8MVS5,C19orf38
Q96MB7,HARBI1
Q96MB7,C11orf77
P12081,HARS1
P12081,HARS
P12081,HRS
C9JL84,HHLA1
Q5U5R9,HECTD2
O43365,HOXA3
O43365,HOX1E
Q00056,HOXA4
Q00056,HOX1D
A6NFD8,HELT
A0A0J9YXX1,IGHV5-10-1
P01742,IGHV1-69
A0A0B4J1X8,IGHV3-43
P0DMV9,HSPA1B
P0DMV9,HSP72
P54868,HMGCS2
Q86SU0,ILDR1
P05114,HMGN1
P05114,HMG14
P13747,HLA-E
P13747,HLA-6.2
P13747,HLAE
P55010,EIF5
Q9NZI8,IGF2BP1
Q9NZI8,CRDBP
Q9NZI8,VICKZ1
Q9NZI8,ZBP1
Q9P0M4,IL17C
Q9P0M4,UNQ561/PRO1122
O00629,KPNA4
O00629,QIP1
Q6NXR0,IRGC
Q6NXR0,IIGP5
Q6NXR0,IRGC1
P60568,IL2
P0DOY3,IGLC3
P05155,SERPING1
P05155,C1IN
P05155,C1NH
Q9NRM6,IL17RB
Q9NRM6,CRL4
Q9NRM6,EVI27
Q9NRM6,IL17BR
Q9NRM6,UNQ2501/PRO19612
Q6ZMJ4,IL34
Q6ZMJ4,C16orf77
P24394,IL4R
P24394,IL4RA
P24394,582J2.1
Q8WUF5,PPP1R13L
Q8WUF5,IASPP
Q8WUF5,NKIP1
Q8WUF5,PPP1R13BL
Q8WUF5,RAI
Q96CN7,ISOC1
Q96CN7,CGI-111
Q96MA6,AK8
Q96MA6,C9orf98
O15397,IPO8
O15397,RANBP8
P08779,KRT16
P08779,KRT16A
Q9H160,ING2
Q9H160,ING1L
P26440,IVD
Q9UM21,MGAT4A
Q96M94,KLHL15
Q96M94,KIAA1677
D3W0D1,KLRF2
Q53RY4,KRTCAP3
Q53RY4,KCP3
Q53RY4,UNQ3066/PRO9898
Q6PI47,KCTD18
O76011,KRT34
O76011,HHA4
O76011,HKA4
O76011,KRTHA4
Q7Z5Y7,KCTD20
Q7Z5Y7,C6orf69
Q14721,KCNB1
Q63HM1,AFMID
Q8TBQ9,TMEM167A
Q8TBQ9,TMEM167
Q9NZV8,KCND2
Q9NZV8,KIAA1044
Q9NXV2,KCTD5
Q53GT1,KLHL22
P41743,PRKCI
P41743,DXS1179E
Q8NCW0,KREMEN2
Q8NCW0,KRM2
A0A0C4DH67,IGKV1-8
P13473,LAMP2
Q9NUJ1,ABHD10
P08173,CHRM4
P46952,HAAO
P42684,ABL2
P42684,ABLL
P42684,ARG
Q9NPC4,A4GALT
Q9NPC4,A14GALT
Q9NPC4,A4GALT1
Q9UJX6,ANAPC2
Q9UJX6,APC2
Q9UJX6,KIAA1406
Q9UPM8,AP4E1
Q8N4T4,ARHGEF39
Q8N4T4,C9orf100
Q0P5N6,ARL16
Q8N6S5,ARL6IP6
Q8N6S5,PFAAP1
Q9Y2G4,ANKRD6
Q9Y2G4,KIAA0957
P10398,ARAF
P10398,ARAF1
P10398,PKS
P10398,PKS2
Q5SQI0,ATAT1
Q5SQI0,C6orf134
Q5SQI0,MEC17
Q5SQI0,Nbla00487
Q8TDY4,ASAP3
Q8TDY4,DDEFL1
Q8TDY4,UPLC1
Q6ZVZ8,ASB18
Q3MJ40,CCDC144B
Q9NUP1,BLOC1S4
Q9NUP1,CNO
A6QL63,BTBD11
Q5TBC7,BCL2L15
Q5TBC7,C1orf178
P55061,TMBIM6
P55061,BI1
P55061,TEGT
Q969J3,BORCS5
Q969J3,LOH12CR1
Q9Y6D5,ARFGEF2
Q9Y6D5,ARFGEP2
Q9Y6D5,BIG2
Q3B7T3,BEAN1
Q9NPZ5,B3GAT2
Q9NPZ5,GLCATS
Q9NPZ5,KIAA1963
O95429,BAG4
O95429,SODD
Q16520,BATF
P06881,CALCA
P06881,CALC1
Q9P2K1,CC2D2A
Q9P2K1,KIAA1345
Q9ULV8,CBLC
Q9ULV8,CBL3
Q9ULV8,RNF57
Q9UK00,C3orf18
P13994,CCDC130
P13994,SB115
Q8NCU1,CCDC197
Q8NCU1,C14orf48
Q8NCU1,LINC00521
Q7Z3E2,CCDC186
Q7Z3E2,C10orf118
Q8NDL9,AGBL5
Q8NDL9,CCP5
P00918,CA2
P13501,CCL5
P13501,D17S136E
P13501,SCYA5
Q5SZD1,C6orf141
Q8IWX8,CHERP
Q8IWX8,DAN26
Q8IWX8,SCAF6
Q03701,CEBPZ
Q03701,CBF2
P16070,CD44
P16070,LHR
P16070,MDU2
P16070,MDU3
P16070,MIC4
P61604,HSPE1
Q8N9P6,C9orf163
Q9P2D1,CHD7
Q9P2D1,KIAA1416
Q8TDX6,CSGALNACT1
Q8TDX6,CHGN
Q8TDX6,GALNACT1
Q8TDX6,UNQ656/PRO1287
Q96MD7,C9orf85
Q5T5M9,CCNJ
Q5T5N4,C6orf118
Q8IU89,CERS3
Q8IU89,LASS3
C9JXX5,C11orf94
B7Z368,LINC02881
B7Z368,C10orf142
Q03692,COL10A1
Q6PJW8,CNST
Q6PJW8,C1orf71
Q9UQC9,CLCA2
Q9UQC9,CACC3
O14967,CLGN
P54107,CRISP1
P54107,AEGL1
Q9BZB8,CPEB1
Q9BZB8,CPEB
P13584,CYP4B1
O14810,CPLX1
Q9H6X5,C19orf44
C9J6K1,C19orf81
Q6ZPD9,DPY19L3
P50461,CSRP3
P50461,CLP
P50461,MLP
Q8N104,DEFB106A
Q8N104,BD6
Q8N104,DEFB106
Q8N104,DEFB6;
Q8N104,DEFB106B
A0A1B0GTR3,CXorf51A
A0A1B0GTR3,CXorf51
P0DP73,DEFB130B
Q9H467,CUEDC2
Q9H467,C10orf66
Q9H467,HOYS6
Q8WYQ4,C22orf15
Q9H0Q0,CYRIA
Q9H0Q0,FAM49A
Q96SD1,DCLRE1C
Q96SD1,ARTEMIS
Q96SD1,ASCID
Q96SD1,SCIDA
Q96SD1,SNM1C
A2RUS2,DENND3
A2RUS2,KIAA0870
Q9Y6V7,DDX49
Q8IZD4,DCP1B
P80365,HSD11B2
P80365,HSD11K
P80365,SDR9C3
P37059,HSD17B2
P37059,EDH17B2
P37059,SDR9C2
P51659,HSD17B4
P51659,EDH17B4
P51659,SDR8C1
Q9H5J4,ELOVL6
Q9H5J4,FACE
Q9H5J4,LCE
Q5J8M3,EMC4
Q5J8M3,TMEM85
Q5J8M3,HSPC184
Q5J8M3,PIG17
P06733,ENO1
P06733,ENO1L1
P06733,MBPB1
P06733,MPB1
Q9UHY7,ENOPH1
Q9UHY7,MASA
Q9UHY7,MSTP145
Q96J88,EPSTI1
Q5XG92,CES4A
Q5XG92,CES8
Q5XG92,UNQ440/PRO873
Q96K12,FAR2
Q96K12,MLSTD1
O15083,ERC2
O15083,KIAA0378
P62495,ETF1
P62495,ERF1
P62495,RF1
P62495,SUP45L1
Q05397,PTK2
Q05397,FAK
Q05397,FAK1
P50548,ERF
Q6P587,FAHD1
Q6P587,C16orf36
Q6P587,YISKL
Q86UY5,FAM83A
Q86UY5,TSGP
P22794,EVI2A
P22794,EVDA
P22794,EVI2
Q3ZCQ3,FAM174B
Q8N128,FAM177A1
Q8N128,C14orf24
O95571,ETHE1
O95571,HSCO
Q49AJ0,FAM135B
Q49AJ0,C8orfK32
C9JC47,FAM157A
Q8N7L0,FAM216B
Q8N7L0,C13orf30
A0A1B0GVR7,FAM240C
O60774,FMO6P
O60774,FMO6
Q96DP5,MTFMT
Q96DP5,FMT
Q96DP5,FMT1
Q6BAA4,FCRLB
Q6BAA4,FCRL2
Q6BAA4,FCRLM2
Q6BAA4,FCRY
Q6BAA4,FREB2
Q96AY3,FKBP10
Q96AY3,FKBP65
Q96AY3,PSEC0056
Q5T1M5,FKBP15
Q5T1M5,KIAA0674
Q8N0W3,FCSK
Q8N0W3,FUK
Q7Z6M2,FBXO33
Q7Z6M2,FBX33
Q96C11,FGGY
Q96QU4,FRG2B
Q5NUL3,FFAR4
Q5NUL3,GPR120
Q5NUL3,GPR129
Q5NUL3,O3FAR1
Q5NUL3,PGR4
Q9UQC2,GAB2
Q9UQC2,KIAA0571
Q9BTY2,FUCA2
Q9BTY2,PSEC0151
Q9BTY2,UNQ227/PRO260
Q9Y2L6,FRMD4B
Q9Y2L6,GRSP1
Q9Y2L6,KIAA1013
Q8N292,GAPT
Q8N292,C5orf29
Q12841,FSTL1
Q12841,FRP
Q0VG06,FAAP100
Q0VG06,C17orf70
P85037,FOXK1
P85037,MNF
A8MWK0,FADS2B
A8MWK0,FADS2P1
Q9H4G4,GLIPR2
Q9H4G4,C9orf19
Q9H4G4,GAPR1
Q9H936,SLC25A22
Q9H936,GC1
Q8TF65,GIPC2
Q8WU67,ABHD3
P11230,CHRNB1
P11230,ACHRB
P11230,CHRNB
Q6ZSZ5,ARHGEF18
Q6ZSZ5,KIAA0521
O14497,ARID1A
O14497,BAF250
O14497,BAF250A
O14497,C1orf4
O14497,OSA1
O14497,SMARCF1
P28838,LAP3
P28838,LAPEP
P28838,PEPS
Q8NB49,ATP11C
Q8NB49,ATPIG
Q8NB49,ATPIQ
Q9Y2G3,ATP11B
Q9Y2G3,ATPIF
Q9Y2G3,ATPIR
Q9Y2G3,KIAA0956
P11245,NAT2
P11245,AAC2
Q9H1Y0,ATG5
Q9H1Y0,APG5L
Q9H1Y0,ASP
Q8WUW1,BRK1
Q8WUW1,C3orf10
Q8WUW1,HSPC300
Q8WUW1,MDS027
O95393,BMP10
Q9HCU9,BRMS1
Q9BRD0,BUD13
Q9H3Q1,CDC42EP4
Q9H3Q1,BORG4
Q9H3Q1,CEP4
Q9UKI2,CDC42EP3
Q9UKI2,BORG2
Q9UKI2,CEP3
O60909,B4GALT2
P62952,BLCAP
P62952,BC10
Q7Z5W3,BCDIN3D
Q9BZR8,BCL2L14
Q9BZR8,BCLG
Q96GS4,BORCS6
Q96GS4,C17orf59
Q9BYG0,B3GNT5
Q9H8M2,BRD9
Q9H8M2,UNQ3040/PRO9856
Q13072,BAGE
Q13072,BAGE1
Q8NHY0,B4GALNT2
Q8NHY0,GALGT2
Q7Z5L3,C1QL2
Q7Z5L3,CTRP10
P05814,CSN2
P05814,CASB
Q8WV48,CCDC107
Q8WV48,PSEC0222
Q6ZN84,CCDC81
Q8N350,CBARP
Q8N350,C19orf26
P45973,CBX5
P45973,HP1A
P22362,CCL1
P22362,SCYA1
Q6UY09,CEACAM20
Q6UY09,UNQ9366/PRO34155
Q16663,CCL15
Q16663,MIP5
Q16663,NCC3
Q16663,SCYA15
Q5VT06,CEP350
Q5VT06,CAP350
Q5VT06,KIAA0480
Q5VT06,GM133
Q9UQN3,CHMP2B
Q9UQN3,CGI-84
P0DO97,CCDC192
P0DO97,LINC01183
P52757,CHN2
P52757,ARHGAP3
P52757,BCH
P51685,CCR8
P51685,CKRL1
P51685,CMKBR8
P51685,CMKBRL2
Q9P209,CEP72
Q9P209,KIAA1519
P11912,CD79A
P11912,IGA
P11912,MB1
Q6ZMG9,CERS6
Q6ZMG9,LASS6
Q9GZU0,C6orf62
Q9GZU0,XTP12
Q9GZU0,Nbla00237
Q99618,CDCA3
Q99618,C8
Q99618,GRCC8
Q99618,TOME1
Q00537,CDK17
Q00537,PCTAIRE2
Q00537,PCTK2
Q6P9H4,CNKSR3
Q6P9H4,MAGI1
Q14050,COL9A3
Q7Z7K6,CENPV
Q7Z7K6,PRR6
P20849,COL9A1
Q5JTJ3,COA6
Q5JTJ3,C1orf31
Q9NZ45,CISD1
Q9NZ45,C10orf70
Q9NZ45,ZCD1
Q9NZ45,MDS029
Q8N769,C14orf178
Q9NWQ9,C14orf119
Q9NWQ9,My028
Q8N1G2,CMTR1
Q8N1G2,FTSJD2
Q8N1G2,KIAA0082
Q8N1G2,MTR1
Q9H972,C14orf93
Q8IYJ2,C10orf67
Q8IYJ2,LINC01552
Q96AJ1,CLUAP1
Q96AJ1,KIAA0643
Q8IYA6,CKAP2L
P53675,CLTCL1
P53675,CLH22
P53675,CLTCL
P53675,CLTD
Q9BW66,CINP
P82279,CRB1
Q9UQ03,CORO2B
Q9UQ03,KIAA0925
P31327,CPS1
Q96SQ9,CYP2S1
Q96SQ9,UNQ891/PRO1906
P07316,CRYGB
P07316,CRYG2
P02511,CRYAB
P02511,CRYA2
P02511,HSPB5
P46109,CRKL
P0CG13,CHTF8
P0CG13,CTF8
Q9GZU7,CTDSP1
Q9GZU7,NIF3
Q9GZU7,NLIIF
Q9GZU7,SCP1
Q96RT6,CTAGE1
Q96RT6,CTAGE2
Q8NFK1,GJC3
Q8NFK1,GJE1
Q9H8E8,KAT14
Q9H8E8,CSRP2BP
Q9Y6G9,DYNC1LI1
Q9Y6G9,DNCLI1
Q9BTE7,DCUN1D5
Q9BTE7,SCCRO5
Q8IY21,DDX60
Q8WXF8,DEDD2
Q8WXF8,FLAME3
Q8WXF8,PSEC0004
Q9NPI6,DCP1A
Q9NPI6,SMIF
Q8N690,DEFB119
Q8N690,DEFB120
Q8N690,DEFB19
Q8N690,DEFB20
Q8N690,UNQ2449/PRO5729
Q92771,DDX12P
Q92771,CHLR2
Q92771,DDX12
Q9UI46,DNAI1
P06340,HLA-DOA
P06340,HLA-DNA
P06340,HLA-DZA
Q9NSV4,DIAPH3
Q9NSV4,DIAP3
Q05329,GAD2
Q05329,GAD65
Q5T7M9,DIPK1A
Q5T7M9,FAM69A
Q8N1I0,DOCK4
Q8N1I0,KIAA0716
O95886,DLGAP3
O95886,DAP3
P59022,DSCR10
Q0VDD8,DNAH14
Q0VDD8,C1orf67
Q15054,POLD3
Q15054,KIAA0039
Q8N8Q3,ENDOV
Q15370,ELOB
Q15370,TCEB2
Q8N140,EID3
Q96AZ1,EEF1AKMT3
Q96AZ1,FAM119B
Q96AZ1,HCA557A
Q96AZ1,METTL21B
Q8WVE0,EEF1AKMT1
Q8WVE0,N6AMT2
P11308,ERG
O60667,FCMR
O60667,FAIM3
O60667,TOSO
P84090,ERH
P34910,EVI2B
P34910,EVDB
Q6P995,FAM171B
Q6P995,KIAA1946
Q6P995,NPD019
Q5XKR9,FAM104B
Q5XKR9,CXorf44
Q9BPY3,FAM118B
Q9H098,FAM107B
Q9H098,C10orf45
Q7L775,EPM2AIP1
Q7L775,KIAA0766
Q7L775,My007
Q8IYM0,FAM186B
Q8IYM0,C12orf25
Q32MH5,FAM214A
Q32MH5,KIAA1370
A0A1B0GW35,EXOC1L
P14921,ETS1
P14921,EWSR2
B1AL88,FAM155A
Q96ND0,FAM210A
Q96ND0,C18orf19
Q9Y5M1,FAM215A
Q9Y5M1,APR2
Q9Y5M1,C17orf88
Q9UHL3,FAM153A
Q9UHL3,KIAA0752
Q12929,EPS8
Q9Y6X4,FAM169A
Q9Y6X4,KIAA0888
A0A1B0GVD1,FAM237B
O00167,EYA2
O00167,EAB1
Q9NYL4,FKBP11
Q9NYL4,FKBP19
Q9NYL4,UNQ336/PRO535
Q969P5,FBXO32
Q8NCQ5,FBXO15
Q8NCQ5,FBX15
Q9UK97,FBXO9
Q9UK97,FBX9
Q9UK97,VCIA1
Q8NA97,FER1L6-AS1
Q8NA97,C8orf54
Q969F0,FATE1
Q969F0,FATE
Q6QHK4,FIGLA
Q6QHK4,BHLHC8
P36980,CFHR2
P36980,CFHL2
P36980,FHR2
P36980,HFL3
Q9NRK6,ABCB10
P08910,ABHD2
P08910,LABH2
P49902,NT5C2
P49902,NT5B
P49902,NT5CP
P49902,PNT5
P34969,HTR7
Q9NYB9,ABI2
Q9NYB9,ARGBPIA
P55263,ADK
Q60I27,ALS2CL
Q02040,AKAP17A
Q02040,CXYorf3
Q02040,DXYS155E
Q02040,SFRS17A
Q02040,XE7
P55789,GFER
P55789,ALR
P55789,HERV1
P55789,HPO
Q9H6R3,ACSS3
Q8WV93,AFG1L
Q8WV93,AFG1
Q8WV93,LACE1
A1A5B4,ANO9
A1A5B4,PIG5
A1A5B4,TMEM16J
A1A5B4,TP53I5
Q9BS18,ANAPC13
Q96LA8,PRMT6
Q96LA8,HRMT1L6
Q6UX39,AMTN
Q6UX39,UNQ689/PRO1329
A6NJG6,ARGFX
Q9UKU9,ANGPTL2
Q9UKU9,ARP2
Q9UKU9,UNQ170/PRO196
Q9NZN5,ARHGEF12
Q9NZN5,KIAA0382
Q9NZN5,LARG
O60306,AQR
O60306,KIAA0560
Q15052,ARHGEF6
Q15052,COOL2
Q15052,KIAA0006
Q15052,PIXA
Q8IWZ3,ANKHD1
Q8IWZ3,KIAA1085
Q8IWZ3,MASK
Q8IWZ3,VBARP
Q8IWZ3,PP2500
Q5U4P2,ASPHD1
Q12797,ASPH
Q12797,BAH
P61158,ACTR3
P61158,ARP3
Q9BSF8,BTBD10
Q9BSF8,GMRP1
P55201,BRPF1
P55201,BR140
Q68D86,CCDC102B
Q68D86,C18orf14
Q7Z465,BNIPL
Q96G97,BSCL2
Q96Q91,SLC4A9
Q96Q91,AE4
Q96Q91,SBC5
A0A1B0GUI7,BRD3OS
A0A1B0GUI7,LINC00094
A0A1B0GUI7,NCRNA00094
A1A5D9,BICDL2
A1A5D9,BICDR2
A1A5D9,CCDC64B
Q8NA47,CCDC63
Q14790,CASP8
Q14790,MCH5
Q96AQ1,CCDC74A
Q8IYE1,CCDC13
Q5I0X4,C6orf226
Q8WXQ8,CPA5
Q5SW79,CEP170
Q5SW79,FAM68A
Q5SW79,KAB
Q5SW79,KIAA0470
Q01850,CDR2
Q01850,PCD17
P04234,CD3D
P04234,T3D
P11049,CD37
P11049,TSPAN26
Q5BN46,C9orf116
Q6NVV7,CDPF1
Q6NVV7,C22orf40
P86790,CCZ1B
P86790,C7orf28B
O00311,CDC7
O00311,CDC7L1
Q6UXA7,C6orf15
Q6UXA7,STG
Q6UXA7,UNQ1840/PRO3566
P34810,CD68
P21127,CDK11B
P21127,CDC2L1
P21127,CDK11
P21127,PITSLREA
P21127,PK58
Q2KHT3,CLEC16A
Q2KHT3,KIAA0350
O95389,CCN6
O95389,WISP3
O95389,UNQ462/PRO790/PRO956
Q8N5B7,CERS5
Q8N5B7,LASS5
G3V211,LINC01619
G3V211,C12orf79
H3BRN8,C15orf65
O75596,CLEC3A
O75596,CLECSF1
O75596,UNQ700/PRO1345
P04632,CAPNS1
P04632,CAPN4
P04632,CAPNS
A0A1W2PPM1,CPHXL
A0A1W2PPM1,CPHX1
O43405,COCH
O43405,COCH5B2
O43405,UNQ257/PRO294
Q9BZP3,LINC00470
Q9BZP3,C18orf2
Q9HCS2,CYP4F12
Q9HCS2,UNQ568/PRO1129
Q6QEF8,CORO6
Q6QEF8,PP1009
Q6QEF8,PP1782
Q6QEF8,PP1881
Q9UJA2,CRLS1
Q9UJA2,C20orf155
Q9UJA2,CLS1
P24310,COX7A1
P24310,COX7AH
P60606,CTXN1
P60606,CTXN
Q8NI51,CTCFL
Q8NI51,BORIS
Q9HB71,CACYBP
Q9HB71,S100A6BP
Q9HB71,SIP
Q9HB71,PNAS-107
O75712,GJB3
O75712,CX31
Q8NBI2,CYB561A3
Q8NBI2,CYBASC3
Q8NBI2,LCYTB
Q8NBI2,PSEC0259
Q5W188,CST9LP1
O95567,C22orf31
Q92466,DDB2
O15075,DCLK1
O15075,DCAMKL1
O15075,DCDC3A
O15075,KIAA0369
Q66K64,DCAF15
Q66K64,C19orf72
Q7Z7B8,DEFB128
Q7Z7B8,DEFB28
O15263,DEFB4A
O15263,DEFB102
O15263,DEFB2
O15263,DEFB4;
O15263,DEFB4B
Q08211,DHX9
Q08211,DDX9
Q08211,LKP
Q08211,NDH2
P31689,DNAJA1
P31689,DNAJ2
P31689,HDJ2
P31689,HSJ2
P31689,HSPF4
Q68CQ4,DIEXF
Q68CQ4,C1orf107
Q68CQ4,DEF
Q13609,DNASE1L3
Q13609,DHP2
Q13609,DNAS1L3
Q9NR61,DLL4
Q9NR61,UNQ1895/PRO4341
Q14689,DIP2A
Q14689,C21orf106
Q14689,DIP2
Q14689,KIAA0184
Q96SL1,SLC49A4
Q96SL1,DIRC2
Q9Y2E6,DTX4
Q9Y2E6,KIAA0937
Q9Y2E6,RNF155
Q8WWZ3,EDARADD
Q96G46,DUS3L
Q13347,EIF3I
Q13347,EIF3S2
Q13347,TRIP1
O42043,ERVK-18
Q06889,EGR3
Q06889,PILOT
Q8TE69,EOLA1
Q8TE69,CXorf40
Q8TE69,CXorf40A
Q01844,EWSR1
Q01844,EWS
Q6NXG1,ESRP1
Q6NXG1,RBM35A
Q86US8,SMG6
Q86US8,C17orf31
Q86US8,EST1A
Q86US8,KIAA0732
O60427,FADS1
O60427,FADSD5
A6NE21,FAM90A18P
A6NE21,FAM90A18;
A6NE21,FAM90A19P
A6NE21,FAM90A19
A6NJQ4,FAM90A8P
A6NJQ4,FAM90A8
Q9Y256,RCE1
Q9Y256,FACE2
Q9Y256,RCE1A
Q9Y256,RCE1B
Q7L5A8,FA2H
Q7L5A8,FAAH
Q7L5A8,FAXDC1
Q14320,FAM50A
Q14320,DXS9928E
Q14320,HXC26
Q14320,XAP5
Q05DH4,FAM160A1
Q5JRC9,FAM47A
Q16875,PFKFB3
Q5T7N8,FAM27D1
Q08E93,FAM27E3
Q9BQL6,FERMT1
Q9BQL6,C20orf42
Q9BQL6,KIND1
Q9BQL6,URP1
Q6X9E4,FBXW12
Q6X9E4,FBW12
Q6X9E4,FBXO12
Q6X9E4,FBXO35
Q9H4M3,FBXO44
Q9H4M3,FBG3
Q9H4M3,FBX30
Q9H4M3,FBX44
Q9H4M3,FBX6A
Q9H4M3,FBXO6A
Q5VTH2,CFAP126
Q5VTH2,C1orf192
Q5VTH2,FLTP
Q8N4B4,FBXO39
Q8N4B4,FBX39
Q14296,FASTK
P20930,FLG
Q969U6,FBXW5
Q969U6,FBW5
Q969U6,PP3971
Q9UHY8,FEZ2
P61328,FGF12
P61328,FGF12B
P61328,FHF1
Q9H3Q3,GAL3ST2
Q9H3Q3,GP3ST
Q99501,GAS2L1
Q99501,GAR22
P02794,FTH1
P02794,FTH
P02794,FTHL6
